bd_number,a_makedown,b_makedown,nv_imps,vul_imps,north,south,vulnerable,makes_3NT,score,n_S,n_H,n_D,n_C,s_S,s_H,s_D,s_C,AK,AQ,AJ,AT,Ax,KQ,KJ,KT,Kx,QJ,QT,Qx,JT,Jx,Tx,xx,AKQ,AKJ,AKT,AKx,AQJ,AQT,AQx,AJT,AJx,ATx,Axx,KQJ,KQT,KQx,KJT,KJx,KTx,Kxx,QJT,QJx,QTx,Qxx,JTx,Jxx,Txx,xxx,AKQJ,AKQT,AKQx,AKJT,AKJx,AKTx,AKxx,AQJT,AQJx,AQTx,AQxx,AJTx,AJxx,ATxx,Axxx,KQJT,KQJx,KQTx,KQxx,KJTx,KJxx,KTxx,Kxxx,QJTx,QJxx,QTxx,Qxxx,JTxx,Jxxx,Txxx,xxxx,AKQJT,AKQJx,AKQTx,AKQxx,AKJTx,AKJxx,AKTxx,AKxxx,AQJTx,AQJxx,AQTxx,AQxxx,AJTxx,AJxxx,ATxxx,Axxxx,KQJTx,KQJxx,KQTxx,KQxxx,KJTxx,KJxxx,KTxxx,Kxxxx,QJTxx,QJxxx,QTxxx,Qxxxx,JTxxx,Jxxxx,Txxxx,xxxxx,4333
1,-2.0,-1.0,-2,-3,S:xx H:KJx D:KQJx C:JTxx ,S:xxx H:Qxx D:Axx C:AQxx ,False,False,-2,2,3,4,5,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-3.0,-2.0,-2,-3,S:Kxx H:Jx D:AKJx C:Axxx ,S:Qxxx H:Kxx D:xxx C:Txx ,True,False,-3,3,2,4,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3.0,3.0,6,10,S:AJx H:xx D:Axxx C:AKxx ,S:xxxx H:AQJx D:Qxx C:Qx ,False,True,6,3,2,4,5,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-4.0,-3.0,-2,-3,S:AQx H:Qxxx D:Jxx C:Jxx ,S:Kxx H:Axx D:Kxxx C:xxx ,True,False,-3,3,4,3,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,-1.0,2.0,-5,-6,S:Txx H:QJxx D:Axxx C:xx ,S:QJ H:AKxx D:KJx C:Qxxx ,True,False,-6,3,4,4,3,2,4,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-1.0,2.0,-5,-6,S:Axxx H:Kx D:KJxx C:xxx ,S:Kxx H:Qxx D:Qxx C:AJxx ,False,False,-5,4,2,4,4,3,3,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-4.0,-3.0,-2,-3,S:Tx H:QJxx D:KJxx C:xxx ,S:Qxx H:AKT D:Txx C:KQJx ,True,False,-3,2,4,4,4,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,-2.0,-1.0,-2,-3,S:Qxx H:QTx D:Txxx C:xxx ,S:Jx H:KJxx D:Axxx C:AKx ,False,False,-2,3,3,4,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,5.0,5.0,6,10,S:Tx H:KTxx D:KQxx C:Axx ,S:KQJx H:Axx D:Tx C:KQxx ,False,True,6,2,4,4,4,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-1.0,2.0,-5,-6,S:AKxx H:Jx D:AQT C:Kxxx ,S:JTxx H:xx D:Kxxx C:ATx ,True,False,-6,4,2,3,5,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-2.0,-1.0,-2,-3,S:Kxxx H:xxx D:Kxx C:AJT ,S:AQxx H:Axx D:xxx C:xxx ,False,False,-2,4,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12,-3.0,-2.0,-2,-3,S:QJxx H:xx D:Axx C:Jxxx ,S:KTx H:Jx D:QJTx C:AQTx ,True,False,-3,4,2,3,5,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-2.0,-1.0,-2,-3,S:KTxx H:Txx D:ATxx C:Kx ,S:AJxx H:Kx D:Kxxx C:Qxx ,True,False,-3,4,3,4,3,4,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,-1.0,2.0,-5,-6,S:Qx H:Axx D:xxxx C:AJxx ,S:Axxx H:Kxx D:KJT C:xxx ,False,False,-5,2,3,4,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,-3.0,-2.0,-2,-3,S:Qxx H:Qxx D:KTxx C:KJx ,S:xx H:AKx D:Axxx C:xxxx ,True,False,-3,3,3,4,4,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,6.0,6.0,6,10,S:Kx H:KTxx D:xxx C:Axxx ,S:AQxx H:AJx D:AQTx C:Qx ,False,True,6,2,4,3,5,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,-2.0,-1.0,-2,-3,S:KTxx H:Kxx D:Axx C:KJx ,S:xxx H:Jxxx D:Qx C:Axxx ,False,False,-2,4,3,3,4,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,3.0,3.0,6,10,S:AKT H:xxx D:KQJT C:Qxx ,S:Jxxx H:Ax D:xxxx C:AKT ,True,True,10,3,3,4,4,4,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,3.0,3.0,6,10,S:ATxx H:Axx D:ATxx C:Kx ,S:KQx H:xxx D:KQxx C:Txx ,False,True,6,4,3,4,3,3,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,-3.0,-2.0,-2,-3,S:Jx H:Qxxx D:xxx C:QTxx ,S:Qxx H:AKxx D:QT C:AJxx ,True,False,-3,2,4,3,5,3,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-3.0,-2.0,-2,-3,S:AQTx H:Axxx D:Tx C:Kxx ,S:Kxx H:Qxxx D:Kxx C:Jxx ,True,False,-3,4,4,2,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,-1.0,2.0,-5,-6,S:AKx H:ATx D:Axxx C:Axx ,S:QTxx H:xxxx D:Txx C:Qx ,False,False,-5,3,3,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23,-3.0,-2.0,-2,-3,S:KTxx H:Jx D:Axx C:KTxx ,S:xxx H:AQTx D:xxx C:QJx ,True,False,-3,4,2,3,5,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,-3.0,-2.0,-2,-3,S:ATx H:Jxxx D:Tx C:KQxx ,S:xxx H:Kx D:Kxxx C:Axxx ,False,False,-2,3,4,2,5,3,2,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-1.0,2.0,-5,-6,S:AKQx H:AJx D:Txxx C:xx ,S:Jxxx H:xxx D:Jxx C:AQx ,False,False,-5,4,3,4,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,-1.0,2.0,-5,-6,S:KTx H:Txxx D:KQxx C:Qx ,S:QJxx H:Qxxx D:Jx C:AKx ,True,False,-6,3,4,4,3,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,-1.0,2.0,-5,-6,S:xx H:Axxx D:KJx C:Kxxx ,S:Ax H:Txx D:ATxx C:QTxx ,False,False,-5,2,4,3,5,2,3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3.0,3.0,6,10,S:xx H:Axxx D:Txxx C:KTx ,S:AQxx H:xx D:AQx C:AQxx ,True,True,10,2,4,4,4,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-2.0,-1.0,-2,-3,S:xxx H:Jxxx D:Qxx C:KTx ,S:KQ H:AQxx D:Txx C:Axxx ,True,False,-3,3,4,3,4,2,4,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,3.0,3.0,6,10,S:Qxx H:xxxx D:QTxx C:Tx ,S:Ax H:AKx D:Axxx C:KQxx ,False,True,6,3,4,4,3,2,3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,-1.0,2.0,-5,-6,S:KQxx H:Kx D:QJx C:Axxx ,S:Txx H:Txx D:AKTx C:JTx ,True,False,-6,4,2,3,5,3,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3.0,3.0,6,10,S:xx H:Axx D:Jxxx C:AJxx ,S:Kx H:KJxx D:KQTx C:KTx ,False,True,6,2,3,4,5,2,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4.0,4.0,6,10,S:KQxx H:xxx D:Tx C:AKTx ,S:Axx H:AKxx D:Qxxx C:Jx ,False,True,6,4,3,2,5,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,-3.0,-2.0,-2,-3,S:AQx H:xx D:KQxx C:AKxx ,S:Kxx H:Txx D:xxx C:JTxx ,True,False,-3,3,2,4,5,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,-5.0,-4.0,-2,-3,S:xxx H:Qxx D:xxx C:xxxx ,S:Kx H:AKxx D:AKxx C:Qxx ,False,False,-2,3,3,3,5,2,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,-2.0,-1.0,-2,-3,S:Axx H:Kxxx D:QTxx C:Qx ,S:KJx H:QJxx D:xx C:Kxxx ,True,False,-3,3,4,4,3,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,-3.0,-2.0,-2,-3,S:QJx H:xxx D:AKTx C:QJx ,S:ATxx H:Jxx D:xxxx C:Kx ,True,False,-3,3,3,4,4,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,-2.0,-1.0,-2,-3,S:xx H:xxxx D:Jxxx C:AKx ,S:Axx H:QTxx D:KQx C:QJx ,False,False,-2,2,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,-1.0,2.0,-5,-6,S:Kxx H:QJx D:KJTx C:Qxx ,S:Txx H:Axx D:AQxx C:ATx ,True,False,-6,3,3,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,-1.0,2.0,-5,-6,S:Kxxx H:KTx D:KTx C:Jxx ,S:QJx H:AQxx D:xxx C:Axx ,False,False,-5,4,3,3,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41,-1.0,2.0,-5,-6,S:Kxx H:AKxx D:AJ C:QTxx ,S:Txx H:xxx D:Kxxx C:Kxx ,False,False,-5,3,4,2,5,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3.0,3.0,6,10,S:Qx H:AJx D:xxxx C:KJxx ,S:Axx H:Tx D:AKTx C:Axxx ,True,True,10,2,3,4,5,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-1.0,2.0,-5,-6,S:AJxx H:AKxx D:AQx C:Ax ,S:Qxxx H:xxx D:Txxx C:Tx ,False,False,-5,4,4,3,3,4,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,-2.0,-1.0,-2,-3,S:Ax H:KQxx D:QJxx C:JTx ,S:Kxx H:xxxx D:KTx C:Axx ,True,False,-3,2,4,4,4,3,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
